,title,category,content
36,고우석/선수 경력,고우석/선수 경력,샌디에이고 파드리스 소속 투수 고우석의 선수 경력을 다루는 문서다.
37,윤기복,7기 중앙인민위원회 위원8기 중앙인민위원회 위원조선로동당 4기 중앙위원회 위원조선로동당 5기 정치위원회 후보위원조선로동당 6기 정치국 후보위원조선로동당 과학교육부장조선로동당 대남비서조선로동당 과학교육비서조선로동당 5기 비서국 비서조선로동당 6기 비서국 비서북한 재정상북한 국가계획위원장평양시인민위원회 위원장1926년 출생2003년 사망서울특별시 출신 인물3기 최고인민회의 대의원5기 최고인민회의 법안심의위원회 위원5기 최고인민회의 상설회의 의원6기 최고인민회의 법안심의위원회 위원6기 최고인민회의 상설회의 의원7기 최고인민회의 법안심의위원회 위원8기 최고인민회의 예산심의위원회 위원9기 최고인민회의 통일정책심의위원회 위원10기 최고인민회의 대의원경기고등학교 출신북한의 실향민,"북한의 정치인, 경제 테크노크라트."
38,민희진-HYBE 간 ADOR 경영권 분쟁,민희진-HYBE 간 ADOR 경영권 분쟁,"[뉴스 ‘꾹’] 'NewJeans' 잘 나가자 독립 시도?..""전격 감사"" 칼 빼든 HYBE(MBC 뉴스)(지금, 이 뉴스) 방시혁 vs 민희진 충돌? …HYBE, 'NewJeans' 소속사 감사 착수(JTBC 뉴스)2024년 4월 22일부터 HYBE 측이 민희진 대표이사 등 ADOR 경영진이 HYBE LABELS로부터 ADOR를 독립시키고 경영권을 탈취하려 한다는 정황이 드러났다고 주장하며 내부 감사에 들어가면서 공론화된 분쟁이다.민희진을 비롯한 ADOR 경영진 측은 같은 HYBE LABELS에 속한 빌리프랩의 신인 걸그룹 ILLIT이 자사의 걸그룹 NewJeans를 카피한 데에 대한 항의 차원의 서한을 본사에 보냈을 뿐인데 갑작스럽게 보복성 해임 통보해 왔다고 주장했으며, 대주주인 HYBE 측은 ADOR 경영진들의 경영권 탈취 시도 및 사업상 비밀 유출, 인사청탁 등에 대한 의혹을 제기했다."
39,리그 오브 레전드/전략/사장된 전략,리그 오브 레전드,"아래의 전략들은 이전에 쓰이다가 현재는 도태되었거나, 변칙 전략으로 밸런스를 붕괴시켜 라이엇이 패치로 막은 전략들을 의미한다.롤에 입문한지 얼마 안되었거나 게임의 역사 연대기에 관심이 없는 유저들이라면 아예 생소한 개념도 몇몇 있다. 그리고 그만큼 대중화되지 못했던 전략도 있다. 또한 상황에 따라 다시 부활하거나 기존의 전략에 흡수되는 경향도 있어서 사장된 전략이라 말하기 일부 애매한 점 역시 존재한다."
40,프리터(인터넷 방송인),대한민국의 유튜버한국어 버츄얼 유튜버트위치 스트리머아프리카TV BJ왁타버스 고정 멤버/소속 멤버,프리저 아바타를 사용했던 과거훗흫훗흐... 스바라시~!대한민국의 인터넷 방송인이자 우왁굳의 고정 멤버이다.
41,부사장,회사원의 직급,"副社長회사에서 사장 다음가는 직위. 보통 대기업의 경우엔 사장도 여러 명이기 때문에[1] 부사장도 여럿일 때가 많다.[2]  국내 최대 기업인 삼성전자인 경우 전무와 부사장 직급이 통합되어 부사장만 약 360명 정도 존재한다.# CJ그룹 같은 경우 E3 부사장의 상위 직급으로 E4 총괄부사장이 있기도 하다.[3]2017년 삼성전자에서는 전 미국 국방성 최고 정보 책임자(CIO), 테리 핼버슨 예비역 중장을 부사장으로 영입했다. 국군 중장 역시 HD현대중공업 부사장으로 영입된 사례가 있었다.대기업의 부사장은 공무원으로 치면 1급 공무원, 국군의 중장, 혹은 대장이 이에 대응한다고 볼 수 있다.[4]"
42,고우석/선수 경력,고우석/선수 경력,샌디에이고 파드리스 소속 투수 고우석의 선수 경력을 다루는 문서다.
43,삼성 라이온즈/2024년/6월,삼성 라이온즈/2024년,"삼성 라이온즈의 6월 일정은 대구[1]-문학-고척-대구-창원-대구-대구-잠실-수원 순으로 6월 첫째주 일정은 한화와의 홈 2경기가 있으며, 6월 둘째주 일정은 문학 SSG와 고척 키움과의 원정 6경기가 있으며, 6월 셋째주 일정은 LG와의 홈 3경기와 창원 NC와의 원정 3경기가 있으며, 6월 넷째주 일정은 SSG와 두산과의 홈 6경기가 있으며, 6월 다섯째주 일정은 잠실 LG와 수원 kt와의 원정 6경기가 있으며, 그 중 11경기가 대구 삼성 라이온즈 파크에서 15경기는 원정에서 열린다."
44,정한철,"대한민국의 남자 축구 선수1996년 출생광주 광역시 출신 인물성균관대학교 출신FC 마치다 젤비아/은퇴, 이적YSCC 요코하마/은퇴, 이적FC 이마바리/은퇴, 이적수판부리 FC/은퇴, 이적김포 FC/현역",대한민국 국적 김포 FC 소속 축구선수. 포지션은 센터백.
45,D.C.5 ~다 카포 5~,D.C. ~다 카포~ 시리즈2023년 Windows 게임2023년 PlayStation 4 게임2023년 Nintendo Switch 게임전연령 미소녀 게임에로게," 소년은, 운명과 만난다-少年は、運命に出会う-D.C. ~다 카포~ 시리즈 정규 5번째 시리즈를 설명하는 문서이다. 배경은 전작 다카포4와 동일한 카가미 섬. 전작처럼 전연령판으로 먼저 발매된다.2024년 9월 18금판 발매예정"
46,태화강역,1921년 개업한 철도역대한민국의 철도역대한민국의 착공 예정 철도역/KTX동해선 광역전철동해선울산항선장생포선분기역나무위키 철도 프로젝트남구(울산)의 철도역울산 도시철도 1호선,"울산역 시절 스탬프[9]역명 변경 후 사용 중인 스탬프[10]새 이름으로 다시 출발하는 울산의 랜드마크태화강역의 원래 생일은 1921년 10월 25일이다. 1916년 울산과 경주, 동래와 장생포를 연결하는 경동선 철도부설에 이어 경주~울산 간의 열차가 개통된 것이 그 시작이다. 이후 몇 차례 위치를 옮기며 새롭게 지어졌던 옛 울산역은 2010년 고속철도시대를 맞아 KTX 전용역사인 울산역에게 자신의 이름을 넘겨주고, 태화강역이라는 이름으로 새로운 출발을 맞이한다. 2021년 동해남부선 복선전철사업과 더불어 지역의 상징인 귀신고래를 형상화한 현대식 역사로 다시 태어났으며, 서울 청량리를 2시간 30분에 주파하는 KTX-이음이 운행된다. 또한 역사 하부에 편리한 대중교통 연계를 위한 복합환승여객동선시스템이 도입되는 등 지역의 교통거점이자 랜드마크로 자리매김하고 있다.국가철도공단 공식 소개 문구동해선의 철도역이자 동해선 광역전철 K132번, 울산광역시 남구 산업로 654 (삼산동) 소재.울산역과 함께 울산광역시 양대 관문역이다. 경부고속선 상의 현 울산역이 개통하기 전에는 이 역이 울산역이라는 이름을 가지고 있었다. 중앙선을 직통하는 계통을 포함해 동해선을 지나는 모든 여객열차가 정차하며 동해선 광역전철의 시종착역이다.[11] 또, 상당수 울산광역시 시내버스의 기/종점이며 울산 도시철도 1호선도 이 역을 기점으로 계획 중이다. 또한 본 역이 기점인 현재 시험용인 울산 도시철도 울산항선을 추후 정식 운영할 계획이다. [12]"
47,압둘와헤구루,이만배웹툰 작가그림 크리에이터대한민국의 남성 유튜버대한민국의 트위치 스트리머트위터 사용자네이버 블로거디시인사이드의 고정닉루리웹 유명인개드립넷 유저1998년 출생2022년 데뷔김해 김씨서울특별시 출신 인물고려대학교 출신공군 출신,대한민국의 시크교도이자 이만배 소속 웹툰 작가.본명보다는 필명인 압둘와헤구루로 더 많이 알려져 있으며 공군 인트라넷 커뮤니티에서 만화를 연재한 후 대학 재학 중 카툰-연재 갤러리[9]와 루리웹 창작만화 게시판을 비롯한 인터넷 커뮤니티에서 일상 만화인 「터번쟁이 만화」를 연재했다. 「시크한 시크교 탐방기」를 시작으로 종교사와 전쟁사 학습만화를 연재하면서 유명세를 얻었고 2022년에 「전쟁으로 보는 서양사」[10]를 출간하였다. # 2023년에 이만배에서 「세계종교사: 예루살렘에서 암리차르까지」를 함께 정식 연재하였고#  「전쟁으로 보는 서양사」의 후속작 「전쟁으로 보는 동양사」를 연재 시작하였다.
48,이수빈(아나운서),서울특별시 출신 인물1999년 출생JTBC 관련 인물JTBC 여성 아나운서숙명여자대학교 출신,"대한민국의 아나운서이자, 전직 기상캐스터이다. 2023년 12월에 JTBC에 공채 6기 아나운서로 입사했으며, 수습 기간을 거쳐 JTBC 뉴스룸 '스포츠 뉴스' 앵커를 맡고 있다."
49,지창욱,한국 남배우한국 남가수배우 출신 가수뮤지컬 남배우한국의 드라마 배우한국의 뮤지컬 배우1987년 출생2008년 데뷔안양시 출신 인물충주 지씨신성고등학교 출신단국대학교 출신육군 출신,대한민국의 배우.
50,유튜브/구독자 순위,유튜브,유튜브 구독자의 순위를 다루는 문서이다. 전 세계 구독자수 확인2019년 9월 17일 구독자 수가 간략한 형식으로 업데이트되어 정확한 구독자 수 확인이 어려워졌다.
51,Cody・Lee(李),일본의 록밴드4인조 음악 그룹,"일본의 4인조 록밴드이다.2018년 대학 친구끼리 결성했다.[1] 2020년 싱어송라이터로 활동하던 오자키 리노가 정식 가입하며 자주 레이블 ""sakuramachi records""를 시작했고, 1st Full Album 生活のニュース[2][3] 를 발매했다.1집 수록곡인 我愛你의 MV가 유튜브 알고리즘을 타면서 유명해졌다.[4]2021년에 들어, Spotify 바이럴 차트 TOP10에 들어가는 등 밴드로서의 기세가 증가하고 있다.2022년 5월 25일,Ki/oon Music에서「心拍数とラヴレター、それと優しさ」[5] 앨범으로 메이저 데뷔가 결정 되었다.인스타그램 유튜브 트위터 홈페이지2024년 3월 29일 유튜브 라이브에서 生活のニュース 이후 두번째 정규 앨범 발매 소식을 전했다. 6월 발매 예정."
52,로드리,로드리,"스페인 국적의 맨체스터 시티 FC 소속 축구 선수. 포지션은 수비형 미드필더. 현재 스페인 축구 국가대표팀의 부주장을 맡고 있다. 맨체스터 시티에서 트레블을 포함한 영국 축구 역사상 최초의 5관왕과 PL 4연패를 이끌었고, 스페인 대표팀에서는 12년 만의 메이저 대회 트로피인 UNL 우승을 이끌며 파이널 MVP를 수상하였다."
53,유튜브/구독자 순위,유튜브,유튜브 구독자의 순위를 다루는 문서이다. 전 세계 구독자수 확인2019년 9월 17일 구독자 수가 간략한 형식으로 업데이트되어 정확한 구독자 수 확인이 어려워졌다.
54,트롯 매직유랑단,KBS 예능트롯 전국체전2021년 방송 프로그램2021년 종영스핀오프 예능,"2021년 3월 31일부터 2021년 7월 24일까지 KBS 2TV에서 매주 토요일 밤 10시 30분부터 방송되었던 트로트 스핀오프 프로그램이다.트롯 전국체전 결승 진출자 TOP8과 '다시 보고 싶은 가수'로 선정된 신미래가 고정 출연하는 트롯 전국체전의 파생 예능이다.1회부터 10회까지는 매주 수요일 밤 10시 40분부터 12시 20분까지 방송했으며, 컴백홈이 6월 5일 10부작으로 종영한 뒤 트롯 전국체전의 시간대였던 토요일 밤 10시 30분으로 다시 이동했다. KBS 편성표"
55,건달리아,슈팅 바쿠간,"슈팅 바쿠간에 나오는 이계의 국가. 더빙판은 미묘하게 건달디아로 바뀌었다. 네시아와는 달리 매우 칙칙한 분위기다. 이계의 차원 중 하나로 지배자는 바로듀스 황제. 회색빛 피부[1]에 눈 밑 잿빛 자국, 그리고 머리의 요상한 뿔이 특징이다. 원더 레볼루션&네시아와 마찬가지로 바쿠간이 자생하는 차원이다. 참고로 네시아&건달리아 출신의 바쿠간들의 평균적인 전투력은 원더 레볼루션의 바쿠간들의 전투력을 능가한다.[2]전반적으로 전투종족인 종족들로, 건달리아인들 모두가 군대에 종사 중이다.[3][4]이곳의 지배자인 바로듀스 포함한 건달리아는 많은 영토를 가지는 것을 목적으로 해 이때문에 네시아를 자주 침략한 것 같다. 국가 전체가 전범, 납치, 소년병, 세뇌, 살인, 대량학살은 기본으로 들어가는 초 막장 국가. 다만 네시아는 평소 전쟁에 매우 신중한 입장이고[5], 건달리아 자체가 2기의 베스타 못지않은 과학력을 지닌 데다가 루미나에 편중된 네시아의 바쿠간과는 달리 6속성 골고루 있어서인지 늘 항상 네시아보다 유리한 입장이었다.바로듀스 재임[6] 시절에는 전체주의이자 경찰국가주의라서 조금이라도 임무에 실패하면 처분되거나 살해되는 등 무시무시한 곳이였지만, 4기 바로듀스 사망 이후로는 건달리아 국가에도 개혁이 이뤄진 건지, 새로운 지배자가 된 나자크 국무총리가 건달리아와 네시아의 평화를 수락함과 동시에 의회 형식의 민주주의로 개혁하게 되어 다른 차원인들과도 사이가 좋아지게 되었는데, 그 증거로 4기에서 지원 요청을 받아 온 레이프는 네시아, 파멜라는 건달리아인인데 이들은 종족 상관 없이 매우 사이가 좋은 모습을 보인다.초창기에 이들의 외형이 공개됐을때는, 특히 건달리아 외계인일때의 외형이 대체로 미형으로 나왔던 2기의 베스타 신캐릭터들에 비해 불호가 갈렸으나,[7] 시간이지나면서 관계성이나 캐릭터성, 스토리 측면에서 좋은 반응을 얻었다.다만 건달리아 인베이더즈의 스토리나 작중 심리묘사를 너무 건달리아측 중심으로 하다보니, 파비아를 제외한 나머지 네시아측과 브롤러즈가[8]뒤로 갈수록 스토리에서 심각한 공기가 되었다는 지적도 있다.[9][10] 이를 감안해서 인지 4기 1부에서는 스토리나 작중 심리묘사를 브롤러즈 측 중심으로 한다.재미있게도, 배틀기어를 소환할때 손에서 소환하는 간지나는 연출을 보인다.[11]"
56,키친 나이트메어/시즌 4,리얼리티쇼고든 램지,시즌 4 출연 가게를 다루는 문서. 2024년 기준 2곳만 영업 중이고 나머지는 모두 폐업했다.
57,제12보병사단 훈련병 사망 사건,2024년/사건사고인제군의 사건사고대한민국 육군/사건 사고제12보병사단과실치사 사건,2024년 5월 23일 강원특별자치도 인제군에 위치한 대한민국 육군 제12보병사단 신병교육대에서 21세 훈련병 1명이 군기훈련을 받다가 쓰러져 이틀 뒤인 5월 25일 순직한 사고이다. 현재 사인과 사건 경위를 조사 중이다.
58,아스트랄 세계,유희왕 ZEXAL,"주인공 아스트랄과 No.96 블랙 미스트의 고향이자, 작중 첫 번째로 등장한 이세계이기도 하다. 배경은 소용돌이치는 것처럼 보이는 푸른색의 우주. '결벽'이라는 단어로 묘사된다.츠쿠모 카즈마가 예전에 한 번 이 세계에 갔다가 무사귀환한 적이 있다. 카즈마는 거기서 아스트랄 세계의 존재에게 황의 열쇠를 받았고 그걸 아들인 유마에게 준다. 이 황의 열쇠가 아스트랄 세계의 문인 운명의 문을 여는 열쇠쯤 되는 것으로 추정된다.117화까지 제대로 등장하고 활약한 이 세계의 존재가 아스트랄밖에 없었기 때문에 아스트랄 세계의 존재들은 전부 나체가 아닐까 하는 예상도 있었으나, 118화에서 등장한 모든 존재들은 아스트랄만 빼고 옷을 제대로 입고 있다. 신인 엘리파스도 그렇고 일반인인 에나나 다른 주민들까지 전부. 대체 아스트랄 하나만 옷을 입지 않은 이유는 무엇인지 불명. 팬 서비스이 세계의 듀얼리스트들은 메인 덱에 들어가는 몬스터를 사용하지 않는다. 기억과 카드들을 대량으로 분실한 아스트랄은 그렇다 쳐도 아스트랄 세계 최강 듀얼리스트로 소개된 엘리파스조차도 메인 덱의 몬스터는 쓰지 않았다. 심지어 144화에서 드디어 자신의 덱으로 듀얼을 하게 된 아스트랄조차도.작중에서 주어지는 정보를 토대로 하면, 아스트랄 세계와 바리안 세계는 단순한 이세계가 아니라 죽은 자가 가는 곳. 즉 명계인 것으로 보인다.[1] 실제로 돈 사우전드가 죽어가던 인간 미자엘에게 '너의 영혼은 아스트랄 세계로 전생할 것이다'라고 말하기도 했다. 또한 아스트랄의 말에 따르면 칠황들은 본래 이들의 숭고한 영혼을 생각하면 오히려 아스트랄 세계에 갔어야 했다는데, 여기서 아스트랄 세계는 현실로 치면 천국에 대응될 수 있다."
59,Cody・Lee(李),일본의 록밴드4인조 음악 그룹,"일본의 4인조 록밴드이다.2018년 대학 친구끼리 결성했다.[1] 2020년 싱어송라이터로 활동하던 오자키 리노가 정식 가입하며 자주 레이블 ""sakuramachi records""를 시작했고, 1st Full Album 生活のニュース[2][3] 를 발매했다.1집 수록곡인 我愛你의 MV가 유튜브 알고리즘을 타면서 유명해졌다.[4]2021년에 들어, Spotify 바이럴 차트 TOP10에 들어가는 등 밴드로서의 기세가 증가하고 있다.2022년 5월 25일,Ki/oon Music에서「心拍数とラヴレター、それと優しさ」[5] 앨범으로 메이저 데뷔가 결정 되었다.인스타그램 유튜브 트위터 홈페이지2024년 3월 29일 유튜브 라이브에서 生活のニュース 이후 두번째 정규 앨범 발매 소식을 전했다. 6월 발매 예정."
60,남녀비 1:39의 평행 세계는 의외로 평범/등장인물,남녀비 1:39의 평행 세계는 의외로 평범일본 만화/등장인물,남녀비 1:39의 평행 세계는 의외로 평범의 등장인물을 정리한 문서.
61,이천자이 더 파크,이천시의 공동주택나무위키 공동주택 프로젝트자이2024년 건설,"경기도 이천시 관고동에 위치한 아파트로, 민간공원 특례사업의 일환으로 지어진다.706세대로 구성되어 있으며, 주차대수는 998대로 세대당 1.4대를 주차할 수 있다. GS건설이 시공하였고 교보자산신탁이 시행하였다. 2024년 9월 입주가 예정되어 있다.용적률은 247%, 건폐율은 23%로 집계되었다.2021년 10월 1일에 모델하우스는 이천시 관고동 일대에 오픈하였고, 2021년 10월 12일 특별공급을 시작으로 13일에 1순위, 14일에 2순위 청약을 받았다. 2021년 10월 20일에 당첨자 발표가 진행되었고, 정당계약은 2021년 11월 1∼5일에 진행되었다."
62,고속버스 서울호남-논산·연무대,고속버스 서울호남,"서울특별시에서 충청남도 논산시를 잇는 고속버스 노선으로, 금호고속에서 단독 운행한다."
63,NewJeans/논란 및 사건 사고,NewJeans대한민국의 아이돌 사건 사고,걸그룹 NewJeans의 논란 및 사건 사고를 기록하는 문서.
64,민희진-HYBE 간 ADOR 경영권 분쟁,민희진-HYBE 간 ADOR 경영권 분쟁,"[뉴스 ‘꾹’] 'NewJeans' 잘 나가자 독립 시도?..""전격 감사"" 칼 빼든 HYBE(MBC 뉴스)(지금, 이 뉴스) 방시혁 vs 민희진 충돌? …HYBE, 'NewJeans' 소속사 감사 착수(JTBC 뉴스)2024년 4월 22일부터 HYBE 측이 민희진 대표이사 등 ADOR 경영진이 HYBE LABELS로부터 ADOR를 독립시키고 경영권을 탈취하려 한다는 정황이 드러났다고 주장하며 내부 감사에 들어가면서 공론화된 분쟁이다.민희진을 비롯한 ADOR 경영진 측은 같은 HYBE LABELS에 속한 빌리프랩의 신인 걸그룹 ILLIT이 자사의 걸그룹 NewJeans를 카피한 데에 대한 항의 차원의 서한을 본사에 보냈을 뿐인데 갑작스럽게 보복성 해임 통보해 왔다고 주장했으며, 대주주인 HYBE 측은 ADOR 경영진들의 경영권 탈취 시도 및 사업상 비밀 유출, 인사청탁 등에 대한 의혹을 제기했다."
65,고속버스 서울호남-논산·연무대,고속버스 서울호남,"서울특별시에서 충청남도 논산시를 잇는 고속버스 노선으로, 금호고속에서 단독 운행한다."
66,세계 정복자 4/이벤트,세계정복자 4,세계정복자 4의 이벤트를 다루는 문서이다.HQ레벨10이상부터 플레이 가능하다.크게 방어이벤트와 공격이벤트(스테이지 형식의 이벤트)가 있다. 난이도가 상당히 높으니 클리어를 위해서는 충분한 장군이 필요하다.
67,압둘와헤구루,이만배웹툰 작가그림 크리에이터대한민국의 남성 유튜버대한민국의 트위치 스트리머트위터 사용자네이버 블로거디시인사이드의 고정닉루리웹 유명인개드립넷 유저1998년 출생2022년 데뷔김해 김씨서울특별시 출신 인물고려대학교 출신공군 출신,대한민국의 시크교도이자 이만배 소속 웹툰 작가.본명보다는 필명인 압둘와헤구루로 더 많이 알려져 있으며 공군 인트라넷 커뮤니티에서 만화를 연재한 후 대학 재학 중 카툰-연재 갤러리[9]와 루리웹 창작만화 게시판을 비롯한 인터넷 커뮤니티에서 일상 만화인 「터번쟁이 만화」를 연재했다. 「시크한 시크교 탐방기」를 시작으로 종교사와 전쟁사 학습만화를 연재하면서 유명세를 얻었고 2022년에 「전쟁으로 보는 서양사」[10]를 출간하였다. # 2023년에 이만배에서 「세계종교사: 예루살렘에서 암리차르까지」를 함께 정식 연재하였고#  「전쟁으로 보는 서양사」의 후속작 「전쟁으로 보는 동양사」를 연재 시작하였다.
68,도멘아도니스,농업,"지중해 남부의 숨겨진 보물과 같은 아름다운 올리브의 나라 튀니지 북서쪽 Testour 해발 700m 사람들이 발길이 닿지 않는 청정한 무공 자연환경을 자랑하는 도멘아도니스 올리브농장.[1]도멘아도니스는 도멘Domaine은 프랑스어로 농업, 아도니스는 Adonis는 그리스 신화의 [아도니스]를 상징하며 농업의 신이라는 뜻을 가지고 있다. 아도니스는 [아프로디테]와 페르세포네의 사랑을 받은 신으로 죽음과 부활을 상징하며, 셈어로는 군주, 주인이라는 뜻을 가지고 있으며 히브리어로는 나의 신을 의미한다. 힘들었던 역사 속에서 올리브나무는 튀니지인들에게 아낌없이 주는 나무이자 삶의 동반자를 의미하며 튀니지 그 자체이다."
69,최근 한 온라인 커뮤니티 게시판에는,인터넷 밈/정치 및 사회/대한민국불특정 명사,"기자는 아무데서나 막 퍼와도 되고 일반 네티즌의 저작권은 무시해도 됩니다. 그러나 일반 네티즌은 이 기사에 대해 무단전재 및 재배포 금지입니다. 참 합리적인 세상입니다.[1]- 출처는 이 기사의 댓글.[2]2012년경부터 자주 사용되기 시작한 찌라시 기사 템플릿의 일종으로 누구나 한 분야의 전문가로 만들어주는 한 연구보고서와 더불어 누구나 기자로 만들어주는 마법의 말로 사용되는 문장이다. 쉽게 설명하자면, 옛날부터 사랑받는 '카더라'의 현대판 버전이다."
70,건달리아,슈팅 바쿠간,"슈팅 바쿠간에 나오는 이계의 국가. 더빙판은 미묘하게 건달디아로 바뀌었다. 네시아와는 달리 매우 칙칙한 분위기다. 이계의 차원 중 하나로 지배자는 바로듀스 황제. 회색빛 피부[1]에 눈 밑 잿빛 자국, 그리고 머리의 요상한 뿔이 특징이다. 원더 레볼루션&네시아와 마찬가지로 바쿠간이 자생하는 차원이다. 참고로 네시아&건달리아 출신의 바쿠간들의 평균적인 전투력은 원더 레볼루션의 바쿠간들의 전투력을 능가한다.[2]전반적으로 전투종족인 종족들로, 건달리아인들 모두가 군대에 종사 중이다.[3][4]이곳의 지배자인 바로듀스 포함한 건달리아는 많은 영토를 가지는 것을 목적으로 해 이때문에 네시아를 자주 침략한 것 같다. 국가 전체가 전범, 납치, 소년병, 세뇌, 살인, 대량학살은 기본으로 들어가는 초 막장 국가. 다만 네시아는 평소 전쟁에 매우 신중한 입장이고[5], 건달리아 자체가 2기의 베스타 못지않은 과학력을 지닌 데다가 루미나에 편중된 네시아의 바쿠간과는 달리 6속성 골고루 있어서인지 늘 항상 네시아보다 유리한 입장이었다.바로듀스 재임[6] 시절에는 전체주의이자 경찰국가주의라서 조금이라도 임무에 실패하면 처분되거나 살해되는 등 무시무시한 곳이였지만, 4기 바로듀스 사망 이후로는 건달리아 국가에도 개혁이 이뤄진 건지, 새로운 지배자가 된 나자크 국무총리가 건달리아와 네시아의 평화를 수락함과 동시에 의회 형식의 민주주의로 개혁하게 되어 다른 차원인들과도 사이가 좋아지게 되었는데, 그 증거로 4기에서 지원 요청을 받아 온 레이프는 네시아, 파멜라는 건달리아인인데 이들은 종족 상관 없이 매우 사이가 좋은 모습을 보인다.초창기에 이들의 외형이 공개됐을때는, 특히 건달리아 외계인일때의 외형이 대체로 미형으로 나왔던 2기의 베스타 신캐릭터들에 비해 불호가 갈렸으나,[7] 시간이지나면서 관계성이나 캐릭터성, 스토리 측면에서 좋은 반응을 얻었다.다만 건달리아 인베이더즈의 스토리나 작중 심리묘사를 너무 건달리아측 중심으로 하다보니, 파비아를 제외한 나머지 네시아측과 브롤러즈가[8]뒤로 갈수록 스토리에서 심각한 공기가 되었다는 지적도 있다.[9][10] 이를 감안해서 인지 4기 1부에서는 스토리나 작중 심리묘사를 브롤러즈 측 중심으로 한다.재미있게도, 배틀기어를 소환할때 손에서 소환하는 간지나는 연출을 보인다.[11]"
71,오늘아침,MBC 라디오2012년 방송 프로그램,MBC FM4U에서 9시부터 11시까지 방송하는 라디오 프로그램으로 아나운서 출신 방송인 정지영이 진행한다.전국에 송출되는 라디오 프로그램으로 아침 라디오 중에서 본좌급에 속한다. 비슷한 성향의 프로그램인 KBS Cool FM <이현우의 음악앨범>(+ CBS 표준FM <그대 창가에 알렉스입니다>[4])과는 경쟁관계.[5]공개방송과 콘서트도 자주 연다. 아침시간대에 내한공연 온 아티스트들 불러다 스튜디오 라이브 시키는 일이 가능할 정도이지만 생방송이 아니라 사전녹음방송이라는 것이 아쉽다.
72,선아전자,선아전자한국의 게임 제작사,"대한민국의 과거 존재하던 게임회사로 1985년 창립, 1987년부터 1999년까지 게임을 개발했다. 하나 그렇게 만들었던 것들이 캐릭터는 전혀 허가를 받지 않았고 고인돌과 하드헤드 빼고는 전부 아류작이라서 국내에서 개발됐다는 사실만 빼고는 그다지 평가가 좋지 않았다. 게다가 로고도 일본의 모 게임회사 냄새가 심하다. 게다가 여기서 만든 게임들은 하나같이 그래픽 디자인이 기괴하거나 그로테스크한 특유의 4차원적인 센스로 유명했었다.[4] 게임물관리위원회 검색으로 확인한 결과, 1997년 이후로는 갬블 게임을 개발하기 시작하였으며, 이후 2000년의 '고2000'을 필두로 2005년 '고토피아플러스'까지 우려먹기를 단행하였다. 이후 더 이상 게임을 개발하지 않는 것으로 보아 도산한 것으로 보인다.참고로 우리회사로 개명했던 선아전자(宣亞電子)와는 한자가 비슷할 뿐 완전 별개다. 이쪽은 전자제품 검사설비 전문 업체. 게다가 어느 중소기업 공단에 있을 법한 묘한 이름이라 검색하면 엉뚱한 업체가 나오는 일도 있다.일부 게임은 병맛나게 만들었다. 하드헤드 2: 게임 자체가 병맛 그 자체다. 주인공의 멜빵바지는 마계촌 갑옷같은 방어구인데 적에게 공격당하면서 이 멜빵바지가 벗겨지면 더 이상의 자세한 설명은 생략한다.베스트 오브 베스트: 톰은 대전 격투 게임에서는 유례를 찾을 수 없는 U턴 장풍을 쏘고 탱고는 엉덩이에서 불을 뿜는다. 그리고 모든 스테이지에서 배경음악이 람바다로 통일되어 있다. 사사키의 스테이지에 나오는 여자들은 절을 하면서 엉덩이를 흔든다.일부 게임에서 람바다, 볼레로 등 BGM을 아무 교향곡이나 마구 갖다 붙였다.스파크 맨은 그래픽이 쓸데없이 섹시해서 다들 팬티스타킹을 신은 것처럼 나온다.일본의 게임 신문 게임머신 1988년 12월 1일자 20면 하드헤드 광고지를 보면 소재지는 경기도 부천시 내동 109번지, 전화 02-754-2094. #"
73,손기정,손기정,일제강점기부터 대한민국 정부 수립 초기까지 활약했던 한국인 육상 선수. 한국인[6] 운동선수 최초로 올림픽을 제패한 한국 체육계의 선구자다.
74,아수종,아수종,몬스터 헌터 시리즈에 등장하는 몬스터의 종.
75,화순초등학교,1917년 개교화순군의 초등학교나무위키 교육기관 프로젝트,전라남도 화순군 화순읍 교리에 위치한 초등학교이다. 화순의 초등학교 중 가장 학생 수가 많은 학교이다.
76,김재우(푸른거탑),푸른거탑/등장인물,"죄송하면 군 생활이 끝나나?!우린 말을 믿지 않아!!! 사진, 사진 가져와!!![10]마지막 역전 찬스를 주겠다. 여자친구 있나?푸른거탑의 등장인물. 배우는 김재우. 1004사단 99연대 98대대 3중대 3소대 1분대장직을 맡고 있다."
